Lng|Lat|Name|Genders|Ages|Status|FB|Email|Website|Location|Founded|Defunct|Rulesets|Info
-100.76|41.14|Heartland Hellcats Derby|W|A|B|https://www.facebook.com/HeartlandHellcatsDerby||https://www.facebook.com/HeartlandHellcatsDerby|North Platte,Nebraska,United States|||WFTDA|Member of:
-95.93|41.26|Big O Roller Bros|M|A|B|https://www.facebook.com/bigorollerbros||https://www.facebook.com/bigorollerbros|Omaha,Nebraska,United States|||WFTDA|Member of:MRDA-M
-95.93|41.26|Omaha Rollergirls|W|A,J|B|||http://www.omaharollergirls.org/|Omaha,Nebraska,United States|||WFTDA,JRDA|Member of:WFTDA-M
-119.77|39.16|Carson Victory Rollers|W|A,J|B|https://www.facebook.com/pages/Carson-Victory-Rollers/162075533901823|Carsonvictoryrollers@gmail.com|http://cvrderby.wix.com/carsonvictoryrollers|Carson City,Nevada,United States|2012-01-17||WFTDA,JRDA|Member of:
-115.76|40.83|Nevada East Roller Girls|W|A|B|https://www.facebook.com/NV-East-Roller-Girls-154380921247164/|nvergelko@gmail.com|http://elkorollerderby.org/|Elko,Nevada,United States|2010-09-13||WFTDA|Member of:
-115.14|36.17|Atomic Rollergirls|W|A|R|https://www.facebook.com/atomicrollergirls||https://www.facebook.com/atomicrollergirls|Las Vegas,Nevada,United States|2014-03-12||WFTDA|Member of:
-115.14|36.17|Battle Born Brawlers|M|A|B|https://www.facebook.com/BattleBornBrawlers/|vmensderby@gmail.com||Las Vegas,Nevada,United States|2014-09-01||WFTDA|Member of:
-115.14|36.17|Fabulous Sin City Rollergirls|W|A,J|B|https://www.facebook.com/SinCityRollergirls|info@sincityrollergirls.com|http://sincityrollergirls.com/|Las Vegas,Nevada,United States|2005-12-31||WFTDA,JRDA|Member of:WFTDA-M,JRDA-M
-119.81|39.53|Battle Born Derby Demons|W|A|B|https://www.facebook.com/BattleBornDerbyDemons||https://www.facebook.com/BattleBornDerbyDemons|Reno,Nevada,United States|||WFTDA|Member of:
-71.94|43.03|Monadnock Roller Derby|W|A,J|B|https://www.facebook.com/monadnockrollerderby|contact@monadnockrollerderby.com|http://www.monadnockrollerderby.com/|Antrim,New Hampshire,United States|2010-09-20||WFTDA,JRDA|Member of:
-71.54|43.21|Granite State Roller Derby|W|A|B|||http://www.granitestaterollerderby.com/|Concord,New Hampshire,United States|||WFTDA|Member of:WFTDA-M
-70.87|43.20|Seacoast Roller Derby|W|A|B|||http://seacoastrollerderby.com/|Dover,New Hampshire,United States|||WFTDA|Member of:
-71.45|43.00|New Hampshire Roller Derby|W|A,J|B|https://www.facebook.com/newhampshirederby|pr@nhrollerderby.com|http://www.nhrollerderby.com/|Manchester,New Hampshire,United States|2007-07-04||WFTDA,JRDA|Member of:WFTDA-M
-74.22|40.42|Central Jersey Roller Vixens|W|A|B|https://www.facebook.com/cjrvrollerderby|interleague_vixens@yahoo.com|http://www.centraljerseyrollervixens.com/|Aberdeen Township,New Jersey,United States|2011-03-08||WFTDA|Member of:
-75.12|39.82|South Jersey Derby|W,M|A|B|||http://www.sjderbygirls.com/|Deptford,New Jersey,United States|||MADE|Member of:
-74.80|39.64|Shore Points Roller Derby|W|A|B|||http://www.shorepointsrollerderby.com/|Hammonton,New Jersey,United States|||WFTDA|Member of:WFTDA-M
-74.36|40.09|Jersey Junior Roller Derby|W|J|B|https://www.facebook.com/JerseyJuniorRollerDerby||https://www.facebook.com/JerseyJuniorRollerDerby|Jackson,New Jersey,United States|||JRDA|Member of:JRDA-M
-74.36|40.54|Dirty Jersey Roller Derby|W|A|B|https://www.facebook.com/dirtyjerseyrollerderby/||http://dirtyjerseyrollerderby.com|Metuchen,New Jersey,United States|2015-11-05||WFTDA|Member of:
-74.48|40.80|Jersey Boys Roller Derby|M|A|B|https://www.facebook.com/jerseyboysrollerderby|||Morristown,New Jersey,United States|2013-07-21||WFTDA|Member of:MRDA-M
-74.48|40.80|Jerzey Derby Brigade|W|A|B|||http://www.jerzeyderby.com/|Morristown,New Jersey,United States|||WFTDA|Member of:WFTDA-M
-74.48|40.80|New Jersey Roller Derby|W|A,J|B|https://www.facebook.com/NewJerseyRollerDerby|info@njderby.com|http://www.njderby.com/|Morristown,New Jersey,United States|2011-10-15||WFTDA,JRDA|Member of:WFTDA-M
-74.45|40.49|New Jersey Hellrazors Roller Derby|W|A|B|||http://www.njhellrazors.com/|New Brunswick,New Jersey,United States|||WFTDA|Member of:
-74.13|40.79|Garden State Rollergirls|W|A|B|||http://gardenstaterollergirls.com/|North Arlington,New Jersey,United States|||WFTDA|Member of:WFTDA-M
-74.42|40.87|Psycho 78s|W|A|B|https://www.facebook.com/psycho78s||https://www.facebook.com/psycho78s|Parsippany,New Jersey,United States|||Renegade|Member of:
-75.14|39.77|Atlantic Coast Roller Girls|W|A|B|||http://www.atlanticcoastrollergirls.com/|Sewell,New Jersey,United States|||WFTDA|Member of:
-74.20|39.95|Jersey Shore Roller Girls|W|A|B|||http://www.jerseyshorerollergirls.net/|Toms River,New Jersey,United States|||WFTDA|Member of:WFTDA-M
-105.96|32.90|Alamogordo Roller Derby|W|A|B|https://www.facebook.com/alamogordorollerderby/|AlamogordoRD@gmail.com|http://www.alamogordorollerderby.com/|Alamogordo,New Mexico,United States|2011-12-31||WFTDA|Member of:
-106.65|35.08|Albuquerque Roller Derby|C|A|B|https://www.facebook.com/Abqrollerderby/|albuquerquerollerderby@gmail.com|http://rollerderbyalbuquerque.com|Albuquerque,New Mexico,United States|2015-01-25||WFTDA|Member of:
-106.65|35.08|Duke City Roller Derby|W|A,J|B|https://www.facebook.com/DukeCityRollerDerby|DukeCityRollerDerby@gmail.com|http://www.dukecityderby.com/|Albuquerque,New Mexico,United States|2005-08-15||WFTDA,JRDA|Member of:WFTDA-M,JRDA-M
-103.21|34.40|Clovis Roller Derby|W|A|R|https://www.facebook.com/clovisrollerderby|clovisrollerderbynm@gmail.com|https://www.facebook.com/clovisrollerderby|Clovis,New Mexico,United States|2012-07-15||WFTDA|Member of:
-108.22|36.73|Animas Roller Girls|W|A|B|https://www.facebook.com/pages/Animas-Roller-Girls/207469442630219||https://www.facebook.com/pages/Animas-Roller-Girls/207469442630219|Farmington,New Mexico,United States|||WFTDA|Member of:
-108.22|36.73|Basin Derby Dames|W|A|R|https://www.facebook.com/BasinDerbyDolls||https://www.facebook.com/BasinDerbyDolls|Farmington,New Mexico,United States|2012-09-02||WFTDA|Member of:
-103.14|32.70|575 Roller Babes|W|A|B|https://www.facebook.com/575rollerbabes||https://www.facebook.com/575rollerbabes|Hobbs,New Mexico,United States|||WFTDA|Member of:
-106.76|32.32|Crossroads City Derby Dolls|W|A|B|https://www.facebook.com/crossroadscityderby|ccd.main@gmail.com|http://crossroadscityderbydolls.com/|Las Cruces,New Mexico,United States|2009-11-15||WFTDA|Member of:WFTDA-M
-106.30|35.88|Los Alamos Derby Dames|W|A|B|https://www.facebook.com/laderbydames/|info@laderbydames.com|http://laderbydames.com/|Los Alamos,New Mexico,United States|2011-04-15||WFTDA|Member of:WFTDA-M
-104.52|33.39|Roswell Sugar Zombies Roller Derby|W|A|B|https://www.facebook.com/RoswellRollerDerby/|roswellsugarzombies@yahoo.com||Roswell,New Mexico,United States|2015-12-01||WFTDA|Member of:
-74.23|41.79|Mid-Hudson Misfits|W|A|B|https://www.facebook.com/midhudsonmisfits/|info@midhudsonmisfits.com|http://midhudsonmisfits.com/|Accord,New York,United States|2012-12-31||WFTDA|Member of:
-73.76|42.65|Albany All Stars Roller Derby|W|A|B|https://www.facebook.com/pages/Albany-All-Stars-Roller-Derby/117380881611206||https://www.facebook.com/pages/Albany-All-Stars-Roller-Derby/117380881611206|Albany,New York,United States|||WFTDA|Member of:WFTDA-M
-73.76|42.65|Capital District Men's Roller Derby|M|A|B|https://www.facebook.com/CDMRD||https://www.facebook.com/CDMRD|Albany,New York,United States|||WFTDA|Member of:MRDA-M
-75.92|42.10|Broome County Rollers|W|A|B|https://www.facebook.com/bcrollers|broomecountyrollers@gmail.com|http://www.parlorcitytricks.com/index.html|Binghamton,New York,United States|2010-12-31||WFTDA,MADE|Member of:
-78.13|42.03|Boomtown Renegade Roughnecks|W|A|B|https://www.facebook.com/pages/Boomtown-Renegade-Roughnecks/412842242113713||https://www.facebook.com/pages/Boomtown-Renegade-Roughnecks/412842242113713|Bolivar,New York,United States|||Renegade|Member of:
-78.88|42.89|Nickel City Renegade Rollergirls|W|A|B|https://www.facebook.com/buffalorollerderby|nickelcityrenegaderollergirls@gmail.com|https://www.facebook.com/buffalorollerderby|Buffalo,New York,United States|2014-07-31||Renegade|Member of:
-78.88|42.89|Queen City Roller Girls|W|A,J|B|https://www.facebook.com/QueenCityRollerGirls|info@qcrg.net|http://www.qcrg.net|Buffalo,New York,United States|2006-12-31||WFTDA,JRDA|Member of:WFTDA-M,JRDA-M
-74.27|41.36|Empire State Roller Derby|W,M|A|B|https://www.facebook.com/empirestaterollerderby||http://www.empirestaterollerderby.com/|Chester,New York,United States|2007-09-01||MADE|Member of:
-76.18|42.60|Seven Valley Rollers|W|A|B|https://www.facebook.com/sevenvalleyrollers|sevenvalleyrollers@gmail.com|https://www.facebook.com/sevenvalleyrollers|Cortland,New York,United States|2014-08-24||WFTDA|Member of:
-76.81|42.09|Black Diamond Derby|W|A|B|https://www.facebook.com/dollsofdestruction/|bddpany@gmail.com|http://www.dollsofdestruction.com|Elmira,New York,United States|2011-10-15||WFTDA|Member of:WFTDA-A
-76.99|42.87|Finger Lakes Lunachicks|W|A|B|https://www.facebook.com/FingerLakesLunachicksRollerDerby||https://www.facebook.com/FingerLakesLunachicksRollerDerby|Geneva,New York,United States|||WFTDA|Member of:
-73.90|41.77|Hudson Valley Horrors Roller Derby|W|A,J|B|||http://www.horrorsrollerderby.com/|Hyde Park,New York,United States|||WFTDA,JRDA|Member of:WFTDA-M,JRDA-M
-76.50|42.44|Ithaca League of Women Rollers|W|A,J|B|||http://www.ithacarollerderby.com/|Ithaca,New York,United States|||WFTDA,JRDA|Member of:WFTDA-M,JRDA-M
-79.24|42.10|Chautauqua County Roller Derby|W|A|B|https://www.facebook.com/CCRollerDerby||https://www.facebook.com/CCRollerDerby|Jamestown,New York,United States|||WFTDA|Member of:
-73.13|40.79|Long Island Pain Authority|M|A|B|https://www.facebook.com/LongIslandPainAuthority||https://www.facebook.com/LongIslandPainAuthority|Long Island,New York,United States|||WFTDA|Member of:
-74.09|41.75|New Paltz Pirettes|W|A|P|https://www.facebook.com/NewPaltzPirettes||https://www.facebook.com/NewPaltzPirettes|New Paltz,New York,United States|2014-08-20||WFTDA|Member of:
-74.01|40.71|Gotham Girls Roller Derby|W|A,J|B|||http://www.gothamgirlsrollerderby.com/|New York,New York,United States|||WFTDA,JRDA|Member of:WFTDA-M,JRDA-M
-74.01|40.71|New York Shock Exchange|M|A|B|||http://www.nyshockexchange.com/|New York,New York,United States|||WFTDA|Member of:MRDA-M
-74.01|41.50|Fire Storm Roller Derby|W|A|P|https://www.facebook.com/FireStormRollerDerby|NYFireStorm@gmail.com|https://www.facebook.com/FireStormRollerDerby|Newburgh,New York,United States|2015-06-15||MADE|Member of:
-73.45|40.76|Long Island Roller Rebels|W|A|B|https://www.facebook.com/LongIslandRollerRebels|info@longislandrollerrebels.com|http://www.longislandrollerrebels.org/|Old Bethpage,New York,United States|2005-12-31||WFTDA|Member of:WFTDA-M
-78.43|42.08|Enchanted Mountain Roller Derby|W|A,J|B|https://www.facebook.com/emrollerderby|enchantedmountainrollerderby@yahoo.com|http://www.enchantedmountainrollerderby.com/|Olean,New York,United States|2010-10-10||WFTDA,JRDA|Member of:WFTDA-M
-75.65|43.09|Ladies' Death and Derby Society|W|A|B|https://www.facebook.com/pages/Ladies-Death-and-Derby-Society/213246065434120||https://www.facebook.com/pages/Ladies-Death-and-Derby-Society/213246065434120|Oneida,New York,United States|||WFTDA|Member of:
-75.06|42.45|Hill City Rollers|W|A|B|https://www.facebook.com/hillcityrollers||https://www.facebook.com/hillcityrollers|Oneonta,New York,United States|||WFTDA|Member of:
-76.51|43.46|Port City Roller Derby|W|A,J|B|https://www.facebook.com/pages/Port-City-Roller-Derby/382964728442320||https://www.facebook.com/pages/Port-City-Roller-Derby/382964728442320|Oswego,New York,United States|||WFTDA,JRDA|Member of:WFTDA-M
-77.61|43.16|Flour City Fear Mens Roller Derby|M|A|B|https://www.facebook.com/flourcityfear/|info@flourcityfear.com|http://www.flourcityfear.com/|Rochester,New York,United States|2015-09-20||WFTDA|Member of:
-77.61|43.16|Roc City Roller Derby|W,M|A|B|https://www.facebook.com/RocDerby/|info@rocderby.com|http://www.rocderby.com/|Rochester,New York,United States|2008-02-02||WFTDA|Member of:WFTDA-M
-75.46|43.21|Central New York Junior Roller Derby|C|J|S|https://www.facebook.com/centralnewyorkjuniorrollerderby|secretary@cnyjrd.org|https://www.cnyjrd.org|Rome,New York,United States|2015-09-01||JRDA|Member of:
-73.20|40.86|Strong Island Derby Revolution|W|A|B|https://www.facebook.com/SIDRofficial||https://www.facebook.com/SIDRofficial|Smithtown,New York,United States|||WFTDA|Member of:WFTDA-A
-76.15|43.05|Assault City Roller Derby|W|A|B|https://www.facebook.com/AssaultCity/|info@assaultcityrollerderby.com|http://assaultcityrollerderby.com/|Syracuse,New York,United States|2010-02-26||WFTDA|Member of:WFTDA-M
-73.69|42.73|Hellions of Troy Roller Derby|W|A|B|https://www.facebook.com/HellionsofTroy||http://www.hellionsoftroyrollerderby.com|Troy,New York,United States|2008-09-11||WFTDA|Member of:WFTDA-M
-75.23|43.10|Central New York Roller Derby|W|A|B|https://www.facebook.com/CentralNewYorkRollerDerby|info@cnyrollerderby.com|https://www.cnyrollerderby.com|Utica,New York,United States|2007-12-15||WFTDA|Member of:WFTDA-M
-75.23|43.10|The Quadfathers|M|A|B|||http://quadfathers.blogspot.com/|Utica,New York,United States|||WFTDA|Member of:MRDA-M
-75.91|43.97|Thousand Islands Battlefield Betties|W|A|P|https://www.facebook.com/Thousand-Islands-Battlefield-Betties-Roller-Derby-928052190572933/?fref=ts|tiderbydolls@gmail.com||Watertown,New York,United States|2015-07-02||WFTDA|Member of:
-73.90|40.93|Suburbia Roller Derby|W|A|B|||http://www.suburbiarollerderby.com/|Yonkers,New York,United States|||WFTDA|Member of:WFTDA-M
-82.55|35.60|Blue Ridge Rollergirls|W|A|B|||http://www.blueridgerollergirls.com/|Asheville,North Carolina,United States|||WFTDA|Member of:WFTDA-M
-82.55|35.60|Mad Divas Junior Derby|W|J|B|https://www.facebook.com/MadDivasJrDerby|maddivas@live.com|https://www.facebook.com/MadDivasJrDerby|Asheville,North Carolina,United States|2010-05-10||JRDA|Member of:
-81.67|36.22|Appalachian Rollergirls|W|A|B|https://www.facebook.com/AppalachianRollergirls||https://www.facebook.com/AppalachianRollergirls|Boone,North Carolina,United States|||WFTDA|Member of:WFTDA-M
-83.45|35.43|Smoky Mountain Roller Girls|W|A,J|B|https://www.facebook.com/SmokyMountainRollerGirls|smokymountainrollergirls@gmail.com|http://smokymountainrollergirls.com/|Bryson City,North Carolina,United States|2011-03-15||WFTDA,JRDA|Member of:
-80.84|35.23|Charlotte Roller Girls|W|A|B|||http://charlotterollergirls.com|Charlotte,North Carolina,United States|||WFTDA|Member of:WFTDA-M
-78.90|35.99|Bull City Roller Derby|W|A|P|https://www.facebook.com/bullcityrollerderby/|bullcityrollerderby@gmail.com|http://bullcityrollerderby.org/|Durham,North Carolina,United States|2015-05-15||WFTDA|Member of:
-78.88|35.05|Rogue Rollergirls|W|A|B|https://www.facebook.com/fayettevillerollerderbyfans/|media@fayettevillerollerderby.com|http://www.fayettevillerollerderby.com/|Fayetteville,North Carolina,United States|2006-10-15||WFTDA|Member of:WFTDA-M
-81.19|35.26|Gastonia Junior Roller Derby|C|J|B|https://www.facebook.com/GForceJuniorDerby/|GastoniaJuniorRollerDerby@yahoo.com||Gastonia,North Carolina,United States|2013-08-04||JRDA|Member of:
-81.19|35.26|Piedmont Riot|W|A|B|https://www.facebook.com/piedmontriot/|piedmontrollerderby@gmail.com||Gastonia,North Carolina,United States|2015-11-20||WFTDA|Member of:
-79.79|36.07|Greensboro Roller Derby|W|A|B|||http://www.greensbororollerderby.com/|Greensboro,North Carolina,United States|||WFTDA|Member of:WFTDA-M
-77.43|34.75|Eastern Carolina Brawling Betties|W|A|B|https://www.facebook.com/brawlingbetties||https://www.facebook.com/brawlingbetties|Jacksonville,North Carolina,United States|2012-01-13||WFTDA|Member of:
-77.43|34.75|New River Knockouts|W|A|R|https://www.facebook.com/pages/New-River-Knockouts-Roller-Derby/804022906308973||https://www.facebook.com/pages/New-River-Knockouts-Roller-Derby/804022906308973|Jacksonville,North Carolina,United States|2014-06-09||WFTDA|Member of:
-75.68|36.03|Kill Devil Derby Brigade|W|A|B|https://www.facebook.com/killdevilderbybrigade/|thekilldevilderbybrigade@gmail.com|https://www.facebook.com/outerbanks.rollerderby|Kill Devil Hills,North Carolina,United States|2011-03-07||WFTDA|Member of:
-77.58|35.26|Ring City Rollergirls|W|A|B|||http://www.ringcityrollergirls.com/|Kinston,North Carolina,United States|||WFTDA|Member of:
-78.64|35.78|Carolina Rollergirls|W|A|B|||http://www.carolinarollergirls.com/|Raleigh,North Carolina,United States|||WFTDA|Member of:WFTDA-M
-78.64|35.78|Collision Men's Derby|M|A|B|||http://collisionmensderby.org/|Raleigh,North Carolina,United States|||WFTDA|Member of:MRDA-M
-78.64|35.78|Raleigh Junior Rollers|W|J|B|https://www.facebook.com/RaleighJuniorRollers||https://www.facebook.com/RaleighJuniorRollers|Raleigh,North Carolina,United States|||JRDA|Member of:JRDA-M
-81.54|35.29|Kings Mountain Roller Derby Club|W|J|R|https://www.facebook.com/pages/Kings-Mountain-Roller-Derby-League/303387373174469||https://www.facebook.com/pages/Kings-Mountain-Roller-Derby-League/303387373174469|Shelby,North Carolina,United States|2014-08-09||JRDA|Member of:
-82.99|35.49|Balsam Mountain Roller Girls|W|A,J|B|https://www.facebook.com/BalsamMountainRollerGirls||https://www.facebook.com/BalsamMountainRollerGirls|Waynesville,North Carolina,United States|2011-10-01||WFTDA,JRDA|Member of:
-77.89|34.21|Cape Fear Roller Girls|W|A|B|||http://www.capefearrollergirls.com/|Wilmington,North Carolina,United States|||WFTDA|Member of:WFTDA-M
-100.78|46.81|Bisman Roller Derby|W,M|A|B|||http://www.bismanbombshellz.com/|Bismarck,North Dakota,United States|||WFTDA|Member of:MRDA-M
-102.79|46.88|Dickinson Roller Derby|W|A|B|||http://www.dickinsonrollerderby.com/|Dickinson,North Dakota,United States|||WFTDA|Member of:
-96.79|46.88|Fargo Moorhead Derby Girls|W|A|B|https://www.facebook.com/fmderbygirls|FMDGinquiry@live.com|http://fmderbygirls.com|Fargo,North Dakota,United States|2008-04-30||WFTDA|Member of:WFTDA-M
-96.79|46.88|Fargo Moorhead Junior Derby|C|J|B|https://www.facebook.com/redrivervalleyjuniorrollerderby||https://www.facebook.com/redrivervalleyjuniorrollerderby|Fargo,North Dakota,United States|2012-06-15||JRDA|Member of:
-96.79|46.88|Rock City Riot|M|A|B|https://www.facebook.com/rcriot||https://www.facebook.com/rcriot|Fargo,North Dakota,United States|||WFTDA|Member of:MRDA-M
-97.03|47.93|Forx Roller Derby League|W|A|B|https://www.facebook.com/forxrollerderby||https://www.facebook.com/forxrollerderby|Grand Forks,North Dakota,United States|||WFTDA|Member of:
-101.29|48.23|Mouse River Rollers|W|A|B|https://www.facebook.com/mouseriverrollers||https://www.facebook.com/mouseriverrollers|Minot,North Dakota,United States|||WFTDA|Member of:
-103.28|47.80|Watford City Roller Derby|W|A|P|https://www.facebook.com/WatfordCityRollerDerby/|WatfordCityRollerDerby@gmail.com|http://watfordcityrollerd.wixsite.com/bandits|Watford City,North Dakota,United States|2016-01-26||WFTDA|Member of:
-103.62|48.15|Williston Roller Derby League|W|A|P|https://www.facebook.com/willistonrollerderbyleague|willistonrollerderbyleague@gmail.com|https://www.facebook.com/willistonrollerderbyleague|Williston,North Dakota,United States|2015-02-10||WFTDA|Member of:
-81.52|41.08|Akron Roller Derby|W|A|B||||Akron,Ohio,United States|2017-01-01||WFTDA|Member of:
-81.52|41.08|Crooked River Roller Girls|W|J|B|https://www.facebook.com/Crooked-River-Roller-Girls-1629637433916327/|crrg2014@gmail.com|https://www.facebook.com/crookedriverrollergirls|Akron,Ohio,United States|2014-10-24||JRDA|Member of:
-81.52|41.08|NEOjr Roller Derby|W|J|B|https://www.facebook.com/neojrrollerderby|joinneojr@neojrrollerderby.com|http://www.neojrrollerderby.com|Akron,Ohio,United States|2012-10-15||JRDA|Member of:
-82.10|39.33|Athens Ohio Roller Derby|W|A|B|https://www.facebook.com/AthensOhioRollerDerby||https://www.facebook.com/AthensOhioRollerDerby|Athens,Ohio,United States|||WFTDA|Member of:
-81.84|41.24|Rec-O-Rama Roller Derby|W|A|R|https://www.facebook.com/recOramarollerderby||https://www.facebook.com/recOramarollerderby|Brunswick,Ohio,United States|2013-08-31||WFTDA|Member of:
-84.51|39.10|Cincinnati Battering Rams|M|A|B|||http://www.cincinnatibatteringrams.com/|Cincinnati,Ohio,United States|||WFTDA|Member of:MRDA-M
-84.51|39.10|Cincinnati Rollergirls|W|A,J|B|||http://cincinnatirollergirls.com/|Cincinnati,Ohio,United States|||WFTDA,JRDA|Member of:WFTDA-M,JRDA-M
-82.95|39.60|Roundtown Roller Derby|W|A|P|https://www.facebook.com/Roundtownrollerderby/|roundtownrollerderby@gmail.com||Circleville,Ohio,United States|2015-10-15||WFTDA|Member of:
-81.69|41.50|Burning River Roller Derby|W|A|B|https://www.facebook.com/BurningRiverRollerDerby||http://www.burningriverrollerderby.com/|Cleveland,Ohio,United States|||WFTDA|Member of:WFTDA-M
-81.69|41.50|Cleveland Men's Roller Derby|M|A|B|https://www.facebook.com/clevelandmensrollerderby||https://www.facebook.com/clevelandmensrollerderby|Cleveland,Ohio,United States|||WFTDA|Member of:
-83.01|40.05|Clintonville Killer Dollz|W|J|R|https://www.facebook.com/ClintonvilleKillerDollz||https://www.facebook.com/ClintonvilleKillerDollz|Clintonville,Ohio,United States|2014-07-15||JRDA|Member of:
-83.00|39.96|Buckeye Beautyz Junior Roller Derby|W|J|B|||http://www.buckeyebeautyz.com/|Columbus,Ohio,United States|||JRDA|Member of:JRDA-M
-83.00|39.96|Ohio Roller Girls|W|A|B|||http://ohiorollergirls.com/|Columbus,Ohio,United States|||WFTDA|Member of:WFTDA-M
-84.19|39.76|Gem City Roller Derby|W|A,J|B|https://www.facebook.com/GemCityRollerDerby/|gcrg.boardofdirectors@gmail.com|https://www.gemcityrollerderby.com/|Dayton,Ohio,United States|2006-01-22||WFTDA,JRDA|Member of:WFTDA-M
-82.20|38.81|Silver Bridge Bruisers Roller Derby|W|A|S|https://www.facebook.com/silverbridgebruisers/|silverbridgebruisers@gmail.com||Gallipolis,Ohio,United States|2015-07-26||WFTDA|Member of:
-82.68|38.54|Appalachian Iron Maidens|W|A|S|https://www.facebook.com/AppalachianIronMaidens/|Aimrollerderby@gmail.com||Ironton,Ohio,United States|2015-10-01||WFTDA|Member of:
-81.45|39.42|Hells Orchard Roller Derby|W|A|B|https://www.facebook.com/Hades-Ladies-273088519380895/|hadesladies2011@gmail.com|http://www.hadesladies.org/|Marietta,Ohio,United States|2011-09-15||WFTDA|Member of:WFTDA-A
-82.49|40.39|Central Ohio Roller Derby|W|A|B|https://www.facebook.com/centralohiorollerderby/|cordmailinglist.events@gmail.com|http://www.centralohiorollerderby.com/|Mount Vernon,Ohio,United States|2011-06-15||WFTDA|Member of:WFTDA-M
-80.90|40.08|Ohio Valley Roller Girls|W|A,J|B|https://www.facebook.com/OhioValleyRollerGirls|ovrg@ohiovalleyrollergirls.com|http://www.ohiovalleyrollergirls.com/|St Clairsville,Ohio,United States|2010-08-15||WFTDA,JRDA|Member of:WFTDA-M
-83.54|41.65|Glass City Rollers|W|A|B|||http://glasscityrollers.com/|Toledo,Ohio,United States|||WFTDA|Member of:WFTDA-M
-83.54|41.65|Toledo Junior Roller Derby|W|J|B|https://www.facebook.com/ToledoJuniorRollerDerby||https://www.facebook.com/ToledoJuniorRollerDerby|Toledo,Ohio,United States|||JRDA|Member of:JRDA-M
-80.65|41.10|Little Steel Derby Girls|W|A|B|https://www.facebook.com/LittleSteelDerbyGirlsYoungstown/|littlesteelderbygirls@wftda.com|http://www.littlesteelderbygirls.com/|Youngstown,Ohio,United States|2008-12-31||WFTDA|Member of:WFTDA-M
-96.68|34.77|South Central Roller Girls|W|A|B|https://www.facebook.com/southcentralrollergirls|southcentralrollergirls@yahoo.com|http://www.southcentralrollergirls.com/|Ada,Oklahoma,United States|2010-05-15||WFTDA|Member of:
-95.80|36.06|Roughneck Roller Derby|W|A|B|https://www.facebook.com/RoughneckRollerDerby||https://www.facebook.com/RoughneckRollerDerby|Broken Arrow,Oklahoma,United States|||WFTDA|Member of:WFTDA-M
-97.88|36.40|Enid Roller Girls|W|A|B|||http://www.enidrollergirls.com/|Enid,Oklahoma,United States|||WFTDA|Member of:WFTDA-M
-98.40|34.60|580 Rollergirls|W|A|B|||http://580rollergirls.com/|Lawton,Oklahoma,United States|||WFTDA|Member of:WFTDA-M
-95.77|34.93|Bomb City Roller Girls|W|A|B|https://www.facebook.com/mactownsugarskulls|mactownsugarskulls@gmail.com|https://www.facebook.com/mactownsugarskulls|McAlester,Oklahoma,United States|2013-10-15||WFTDA|Member of:
-97.52|35.47|OKC Wolf Pack|M|A|B|https://www.facebook.com/OKCWolfPack||https://www.facebook.com/OKCWolfPack|Oklahoma City,Oklahoma,United States|||WFTDA|Member of:MRDA-M
-97.52|35.47|Oklahoma Victory Dolls|W|A|B|https://www.facebook.com/OKVictoryDolls|contactus@okvd.net|http://oklahomavictorydolls.com/okvd/|Oklahoma City,Oklahoma,United States|2007-12-15||WFTDA|Member of:WFTDA-M
-94.62|35.05|LeFlore County Maidens of Mayhem|W|A|B|https://www.facebook.com/madetobeamaiden||https://www.facebook.com/madetobeamaiden|Poteau,Oklahoma,United States|2014-05-15||MADE|Member of:
-97.06|36.12|Stillwater Roller Derby|W|A|P|https://www.facebook.com/StillwaterRollerDerby/|||Stillwater,Oklahoma,United States|2016-01-01||WFTDA|Member of:
-95.99|36.15|Oklahoma Mens Roller Derby|M|A|B|https://www.facebook.com/okmrd/|info@okmrd.com||Tulsa,Oklahoma,United States|2016-12-15||WFTDA|Member of:
-95.99|36.15|Tulsa Junior Roller Derby|C|J|B|https://www.facebook.com/TulsaJuniorRollerDerby/|www.tulsajuniorrollerderby@yahoo.com||Tulsa,Oklahoma,United States|2009-12-31||JRDA|Member of:
-97.81|35.29|Silver City Roller Derby|C|J|S|https://www.facebook.com/silvercityjuniorderby/|silvercityrd16@gmail.com||Tuttle,Oklahoma,United States|2016-06-21||JRDA|Member of:
-121.32|44.06|Lava City Roller Dolls|W|A,J|B|||http://www.lavacityrollerdolls.com/|Bend,Oregon,United States|||WFTDA,JRDA|Member of:WFTDA-M
-121.32|44.06|Renegade Roller Derby of Central Oregon|W|A|B|https://www.facebook.com/pages/Renegade-Roller-Derby/114907215198134||https://www.facebook.com/pages/Renegade-Roller-Derby/114907215198134|Bend,Oregon,United States|||Renegade|Member of:
-124.22|43.37|Adventure Coast Roller Derby|W|A|B|https://www.facebook.com/groups/448055398667436/|heather.malcomb@gmail.com|https://www.facebook.com/groups/448055398667436/|Coos Bay,Oregon,United States|2014-03-09||WFTDA|Member of:
-123.26|44.56|Sick Town Derby Dames|W|A,J|B|||http://sicktownderbydames.com/|Corvallis,Oregon,United States|||WFTDA,JRDA|Member of:WFTDA-M
